SCC,SC,Total,Pro1-1,Pro1-2,Pro1-3,Pro2,Pro3
120736,JJNAkZgOQg,178,36,12,14,99,9
120737,MZPbqLnXro,158,3,3,2,9,
120738,oaNtZXehRz,18,3,3,1,2,1
120739,JatbKdNqMW,9,,,2,1,
120740,OBCxfKYeBw,75,2,2,3,14,2
120741,eNGLcjXWGS,9,,,1,7,
120742,djigbTbdSw,26,1,,,1,
120743,rZSlfgCMda,50,14,14,16,10,9
120745,LafIsevQee,24,2,1,1,10,
120746,tzLJMwGvOV,86,10,8,9,8,1
120747,DJJMmGXBVb,190,46,9,23,23,
120748,KSQVpRDOQK,110,33,17,23,51,2
130001,YRuHYOVvyW,35,,,,,
130002,YECHYPvvhu,134,,,,,
130004,DItOuQXeNY,24,,1,,1,
130011,udahnfZJUH,15,,,1,1,
130012,aNJBlULRFD,17,,,,,
130015,VsgHAAqNws,183,2,2,1,4,
130019,gEtLuhHkGl,17,3,2,3,2,2
210001,VRjUivuMPw,157,1,2,2,2,
220001,tuBIvwXOXy,46,1,1,1,4,
220002,QirgpwqsHR,92,15,15,18,22,3
220003,tIRckznkCj,106,5,9,10,16,
220004,qrNMurnhqg,28,,,,,
220006,cwCOuocrrQ,31,1,1,2,1,2
220007,lhKxcRTHho,34,2,1,2,2,1
220008,hcyekauPvb,43,8,3,6,6,
220010,dNFssnDxpP,132,25,13,10,25,7
220011,FXXZJaGBcD,33,4,6,5,6,1
220012,tJWudIHgUB,68,7,4,9,21,
220014,ULLZLilLge,5,2,,,2,2
220015,kkuJGHANjB,6,1,,,,
220016,CTTeSiMqJs,19,,1,,1,
220017,umTBvjoiTh,45,,6,9,14,1
220018,DhofeGXCXr,83,11,3,6,7,
220019,eEQQvcviOM,16,3,2,1,3,
220020,kGUhvjSghh,185,12,2,10,21,
220021,lVoNJTzhjn,5,,,1,3,
220022,uWAmSiwOvX,28,,,1,1,
220023,IqxzoPShDY,80,5,1,3,5,
220024,pKpLpDmsIf,33,,,,1,
220025,gKDLkxnfeW,19,2,1,1,1,
220026,KwILQsPmce,9,,3,3,4,
220029,pqEdQuNaxG,61,2,2,4,3,
220030,nohOAFRIQh,30,,,,,
220031,SDyZGklcJU,22,,,,,
220032,emKtsQYBYq,48,,1,,1,
220034,BWAQXUraiQ,243,16,10,15,22,3
220035,ZcyogvKvRV,99,12,9,16,51,
220036,cfrroMdVYe,18,,,,,
220037,IESmbkmJUv,26,1,,1,3,
220038,CIPxtoHOAR,14,1,,,,
220039,kYablTYzfd,1,1,,1,1,
220040,tQzdUlFYpt,5,,,,,
220041,RVmZwPpyle,33,,,,,
220042,pPFwWeqdGu,11,8,5,5,6,5
220043,rUxYzOqTVp,15,5,,4,,
220044,NvfCVluyOa,198,5,6,7,22,
220045,LAluNRUgsj,132,7,3,3,4,
220046,rMnsGlotxN,134,26,19,19,18,4
220047,uzYoSGFyXe,127,9,6,7,1,
220048,SxTcrrhCRs,152,1,2,,2,
220049,mSwOuXkgUJ,59,,,,,
220050,AGLkJnYwWl,122,6,2,5,16,1
220051,UHaYJeObMJ,20,1,,,1,1
220052,GYdOhaqOcT,96,1,2,1,1,
220053,TGRdHCZLqo,34,2,,2,,
220055,MHpfkzZadw,165,4,13,6,35,2
220056,PhEmLaMhjP,85,2,2,8,30,
220059,hJbJKjWDNk,7,1,1,3,,
220061,xrtaWekzfc,17,,,,5,
220063,JzkhDqGYfV,72,5,5,4,3,1
220064,JRKIppbjVL,1,1,1,,,
220065,HHhhoxJVqx,78,2,,,3,
220066,glyeFaYeRb,46,4,2,4,11,
220067,QJLllBayaj,19,1,3,8,16,1
220068,ZhEsEEgNPU,50,1,2,,10,
220069,UzkqoIkOkL,123,3,3,4,32,1
220071,qOTfGYryGH,49,1,1,2,2,
220073,vaYjBgDHnK,74,3,3,1,8,1
220074,MiGGWjoatl,134,4,3,4,3,
220075,ZhyvtReeOa,8,,,,3,
220077,VYgxyGWkku,86,2,3,3,21,
220078,MQxjhrbarX,18,,,,,
220079,QmkzKhZIIY,7,,,,,
220080,jZHbBKLVis,13,,,,,
220081,QudVysrkFx,104,6,7,9,22,4
220082,PVwJAflxhe,13,2,,,1,
220083,vPVkniCqXa,6,1,1,,,
220084,lgCKkVGrlq,14,,1,1,9,
220085,CeiiVgZGrI,27,,,1,1,
220086,JEphEtfIif,15,,,,,
220088,netlRtYOQV,1,1,,,,
220090,xrLnsgTtIs,146,6,8,8,11,1
220091,AtFUhfUiSV,82,6,1,3,26,
220092,MylXBUAhpl,145,18,14,15,34,3
220093,NqVBbvyvBq,100,11,9,11,31,8
220094,eQmDikLalk,59,5,2,2,3,
220095,CZbNIzZHCW,129,13,8,16,16,6
220096,BZGeKmySBa,43,4,2,4,29,
220098,AKcJrKyMAh,130,9,5,8,10,2
220099,DZUIvNPPbm,157,13,6,14,8,
220100,SkzibYqkKN,146,5,10,9,54,
220102,nBvggOmGum,136,2,2,6,24,
220103,sDHddhgxwC,169,19,14,16,29,4
220104,UcfyfMtvkd,108,1,5,4,43,2
220105,chPWQHNect,174,13,13,11,9,6
220106,rnbyVWjVQI,179,10,8,14,23,4
220107,DbHHLAUrVs,27,4,2,1,1,
220108,yyPbRHzmrW,88,8,5,10,17,1
220109,qsIrAGCMKX,167,2,1,5,4,
220110,rftBhWBjWG,65,9,6,7,7,1
220111,ANbyvYnLmd,7,1,1,1,3,2
220112,wIiCjyjVvL,31,3,,1,3,
220113,HKoJKBvZcS,45,3,9,3,15,4
220114,GtvLPLBtVw,18,,,,,
220115,DpMoOlPeDr,54,,,,,
220116,DoygVLAklR,109,7,9,12,45,9
220117,yorDJrVSnQ,38,,,1,,
220118,nlsBrooTSf,60,2,,1,3,1
220122,RSftRJugMt,82,5,1,3,11,
220125,zNQlFSXQJd,74,1,3,2,1,
220126,RttmAMuccI,60,12,5,6,16,
220127,DbMXMImBmi,4,,,,1,
220128,vtjTOLSZCs,29,2,3,1,1,
220129,NvwZyzoRkI,38,,,,,
220130,yjkMUHukYn,41,,,,,
220131,wdVCFzShqd,95,11,11,13,50,
220132,QPPaRIbrpx,151,17,7,14,40,1
220133,jcbWuXIeYf,34,2,5,,10,
220134,CcwZWvcldO,60,13,17,9,43,3
220135,itGyCuOzWp,94,10,6,6,34,1
220136,ZcVBGDEPiH,102,4,9,2,22,
220137,YtyQbFWgpb,56,5,2,9,31,
220138,jlFJkJYFmB,29,6,1,4,7,1
220139,PbwvDmCIIY,140,17,4,20,70,1
220140,RDehFUavfD,96,1,,2,7,
220141,wLkaCHpcah,90,,,6,27,
220142,dHHTmnEOIT,30,,,1,,
220143,czrijWbhPs,83,19,7,11,30,6
220144,pWSfuDWtPc,7,,1,,,
220145,VIGMkVYSxa,148,6,8,9,15,1
220146,LJdHOqbRrV,11,,3,2,4,
220147,anwAVnIGLM,75,8,4,2,21,5
220148,laUrqqkpqf,83,2,5,1,5,
220150,huoakaMpqd,11,3,3,2,4,2
220151,oJZUbMQZML,79,10,16,12,55,4
220152,sXmYgJxEYw,94,28,20,27,42,15
220153,tGfFCIkSkU,25,1,2,2,1,1
220154,QCjSmvQoHz,105,11,8,4,13,
220155,VKgBLLOKwZ,7,,2,,,
220158,EeNgMiSbJt,18,,1,3,3,
220159,fOZzCypfhF,86,17,6,4,14,1
220160,PFMTSaVgUz,95,24,7,16,28,2
220161,iREVMEAjIi,49,1,1,,5,
220162,fYOxkAVcLk,53,1,1,9,2,
220163,APgRjIRDnP,14,,,,9,
220164,NOgIBeyYkC,14,4,1,2,1,
220165,CfnkJspPuc,19,3,3,3,1,
220166,KQRjeFejnZ,104,9,6,7,24,1
220167,mdUwcjTWmo,14,,,,,
220168,LmMKgMPRJU,26,,,2,3,
220169,KqPYRfFCVv,12,,,,2,
220170,MqjItBOnrW,17,,,1,,
220171,iASxnpoLNw,36,5,1,,2,
220172,dDfIldNlbp,33,3,6,5,12,2
220175,QFQrsHcshe,125,18,8,16,42,9
220176,FFZfeaENAs,157,10,7,9,37,4
220178,bCpfzHYhFZ,3,2,3,3,3,1
220179,izSRmAbvPP,36,,1,2,1,1
220181,ErkesNUaNu,2,1,1,1,2,1
220183,CDiMWaoKOX,78,2,1,1,,
220184,xEOGXULYxv,2,1,,,2,
220186,dCyXbUTkqe,50,3,7,6,12,2
220188,LMRGWoSzvw,65,3,1,2,5,
220189,jwjNeufUuw,52,1,1,2,8,1
230001,LQlARCztSp,77,,,,,
230002,LcBUtNMpnD,19,,,,,
230003,XVcPLVnTzb,17,,,1,,
230004,dDPlHqsaaR,30,1,1,,5,
310001,JXhprBRvnw,155,2,2,1,3,
320001,YuksbnTrbb,70,1,1,1,3,
320003,AhmLMhcJFZ,91,4,3,1,4,1
320004,DkqmJzgEoN,23,1,,1,2,
320005,TZjQMUNSio,24,,,,,
320006,zKkaTUoRvt,92,1,,,,
320008,KQEElkJsTl,35,1,3,1,,
320010,ZOAmpOosWl,84,15,5,1,13,1
320011,gSuLhURcXK,34,2,1,1,,
320012,mRFgidvdaB,22,4,,2,3,
320013,NADDTwbMCS,46,11,3,5,16,3
320015,vqsmdlZoTs,47,12,11,9,13,7
320016,tcaBHStUOx,54,4,3,2,10,1
320017,BdSJlEsvnC,18,,,,1,
320020,yLVTaZwCZk,61,11,4,,14,2
320021,vOneADLKIi,18,1,2,2,7,1
320025,oZgoTSDfrC,111,12,5,3,23,
320033,NyBoVBPbvV,35,2,6,2,9,
320034,nFAnmQrjLW,177,21,7,2,28,2
320035,CaJJJHfvth,30,,1,,3,
320036,cIiMuiklCh,17,5,3,2,8,
320039,yfwgQLIMpE,147,10,4,6,7,6
320040,gkIXvAscRM,190,19,11,11,24,6
320041,dOgTJdYNUk,118,10,3,1,8,
320043,bPfDWQsahO,125,2,2,,1,
320045,vOBxiolTjs,166,22,8,5,42,3
320046,mPqpRUQkPu,107,27,4,7,28,1
320047,bRhlEcDqpF,60,8,10,3,40,3
320048,GnRphsHMVL,42,3,1,1,3,
320049,MoKoROyGfI,124,34,8,6,28,10
320050,pUVHntXqkN,24,,,,2,
320052,vPYGqOxiHD,67,8,1,2,28,1
320053,cypCOxHlXZ,35,5,,,,
320054,lIXNoDvQYQ,39,1,1,2,,
320055,FquIFhhTdG,66,7,,,8,1
320056,LlOMoEawvn,87,19,9,6,30,7
320057,wtqKnYyeOC,16,1,,,,
320058,LHReqFyZRT,8,,,,,
320059,NdZTLpkREV,6,,,,2,
320060,luFuPvISlJ,92,6,13,4,55,2
320061,ryvorKFHpc,30,8,3,2,9,1
320063,rLrRMIKgAc,54,12,2,,24,2
320064,sMBmKWrXVt,31,3,,1,16,
320065,cImtATPRpM,12,,,,5,1
320066,VgBdHOBGxM,1,,,,,
320069,TlPFcgTyeb,1,,,,,
320072,AgrRbnrWco,17,2,,,4,
320073,pUBmhkVYVz,59,,,,8,
320074,wxyYnQSaGX,37,4,1,2,4,
320077,gXrviKlGSV,3,1,,,,
320078,zYjFYzjldw,23,8,7,3,11,4
320079,eYdAPCxagZ,16,9,5,2,8,5
320080,HZJtJVkhha,6,3,,,4,
320084,qmfNCBCDSe,11,5,1,1,5,
320085,cKKiHQgfNl,20,2,,1,,
320086,qzRzCFIWZx,145,27,10,10,25,5
320087,GuOzcJugmt,8,,,,,
320088,FDvIIvqddc,14,12,1,1,11,
320090,VWVzJKWhiH,20,1,1,1,2,2
320092,oZtfqqSWFR,14,2,3,2,11,
320093,BblOGYkWjH,72,23,12,10,52,14
320095,UaXimevevZ,60,27,11,5,4,3
320096,THJzBEQbCS,20,,3,3,5,1
320097,BndQSTRNXq,57,11,12,9,16,2
320098,BUFyXlIUII,24,,1,1,1,
320099,MkcGuDhfOL,17,2,3,5,9,
320100,FujrxXZPmY,17,1,2,,7,3
320101,gOglmoMJXJ,56,5,5,6,25,5
320102,aChcfHgmhp,33,4,,1,2,
320103,NuVKSBtkkz,43,8,3,,6,
320104,ozRBZeYpOB,34,1,2,,1,
320106,XMxJgyCLjv,145,11,9,12,44,6
320107,tdZMypOMEV,60,1,,,18,
320111,gRvjXghJqJ,87,9,4,1,5,
320112,KaJuHwbUCy,17,2,,1,2,
320113,bzusLlynEl,210,24,12,11,32,9
320114,ppVSfFOHCI,43,1,1,1,2,
320115,fIoHVVotBi,33,4,2,1,5,1
320116,JiGOxWnXyo,17,1,,,3,
320117,FXgQuGlRBB,14,,,,,
320118,nKPcXJVKdj,63,7,3,4,7,1
320119,rXKzYFzHmr,78,8,3,1,5,2
320120,mHnuhgmzkc,161,29,13,9,15,
320121,hSliewZLzo,143,18,7,10,103,7
320122,AeKqnsipQl,33,2,,,2,
320123,OcuIFCbdRf,3,,,,,
320124,edMkubEPNl,4,,,,1,
320125,eatRRwtQAU,169,18,11,7,31,9
320126,iZIQgcZpiU,125,3,3,2,13,1
320127,FWfeojTLbR,161,5,4,5,50,
320128,XqWvkxbctd,46,,1,5,6,
320129,QGEzHBYGNq,83,2,,,7,
320130,MpGSZFOMLU,117,19,2,,20,
320131,CdkijVvqYW,106,5,,,11,1
320132,HqIbcMpoVj,67,18,3,5,14,
320133,kKZXQbkXui,180,36,12,14,85,4
320134,qXpUHhxlAD,166,6,3,2,5,1
320135,vJPYnEVddv,157,4,4,5,12,
320136,huCQchOiGg,60,,1,3,11,
320137,VVMZtNhjHo,70,3,,2,6,
320138,BCYgpzcPul,18,1,1,1,,
320139,yVjBaLLTkn,59,,,1,2,
320140,JVxADRanAh,183,26,16,12,67,8
320142,BqfzgQPvMG,22,,1,1,2,
320143,vOUuKhjeDJ,17,1,,,2,1
320144,lBMslcEHiy,7,,2,1,5,1
320145,UvDMeqRjnS,24,1,1,,,
320146,wiMNNbnDNN,11,,,2,,
320147,qWUHFmzZXw,14,,,1,1,
320148,jRYoBDBLfv,26,2,,,3,1
320149,MXGOAFaILS,41,28,4,4,28,4
320150,PvgtGIUosi,109,6,3,3,26,2
320151,COjhsqJeqW,11,1,,,,
320152,HYdDeylsjZ,31,4,2,3,21,2
320153,DMOPyjpuJC,13,,,2,5,
320154,xpTOAIoKSD,59,28,31,22,40,31
320155,efDzQZXmMn,25,10,2,2,8,1
320156,coiIxLKiEh,58,9,3,1,11,
320157,oQywCwIByx,54,6,2,2,28,1
320160,nFCUDXzWwe,28,,,,,
320162,OxZcSzjtUH,136,20,4,5,14,2
320163,cbUUyXVihA,24,2,1,3,23,1
320164,QdPyjLrVxZ,33,2,5,1,2,
320165,QoEkBAbiSN,27,,1,,3,
320166,WmaAmMMjLV,86,9,5,3,14,
320168,XzUiSNyXTo,59,7,3,4,20,1
320169,xusEUevYdq,95,6,7,1,24,2
320170,fblMCoTXlD,121,,5,1,38,3
320171,NMBIBuafCF,38,3,2,1,19,1
320172,IFGYXKTkMp,121,10,5,6,35,
320173,qThoJlpRll,103,3,2,2,11,
320174,hprdCchzWf,176,5,2,3,5,
320175,ShaalCfoYc,39,5,,,1,
320176,mowMsulbEC,32,3,1,,3,
320177,yfeSGAoswy,75,5,3,3,3,
320178,sdraYXPNnL,32,4,3,,5,2
320179,GxNLjwvyGv,121,15,6,2,13,3
320180,rboGaiEyFM,119,4,7,3,11,2
320182,FqtswjhHWu,49,,,,1,
320183,niqDNmsbeL,19,4,2,,4,2
320185,mQeVtlgGFk,48,8,5,2,31,2
320188,BVIZsRfBmr,10,4,,,1,
320196,AXwywCTJeF,201,28,6,7,85,3
320197,YxpdfHIrvu,131,9,6,3,31,3
320198,deegLGoiNt,24,2,,,21,
320200,qJtpCVpaMY,6,3,,,1,
320201,sztTnRxXpN,136,12,6,4,34,4
320203,KGwThPjgEV,51,8,3,4,26,2
320204,SEBKacgCBx,125,2,1,2,15,2
320205,qHtQBCSrHz,19,,,,2,
320207,lNElCTkgCc,1,,,,,
320208,zZGMMrOZtd,25,,,,2,
320210,GDVrmhMhze,1,,,1,,
320212,LmqMBlXptD,4,2,1,2,1,1
320213,sVagXEImiN,2,2,1,1,1,1
320214,dBnfhqTGEn,76,3,3,2,2,2
320215,cIEtCpaEmU,4,,,,,
320216,TnbNkFzyLw,58,7,7,1,24,
320217,tqDTqpDyXX,59,2,3,1,9,
320218,JCSzVxoABq,36,7,2,2,10,
320219,XPGdFYlHIH,146,5,2,3,22,
320220,MQvOIdZcaX,3,1,1,1,1,1
320221,PMreKuOnSz,133,18,6,6,31,6
320228,zGNHpbQABu,82,1,,,1,
330001,VKRAFbVqYb,8,4,,,,
330002,xrNwaSTsgN,37,2,,,3,
410001,iSAvXohvIB,152,1,1,1,5,
420001,wOHSZIhgTu,4,1,,,1,
420002,QnRUhhfvyd,119,4,8,20,41,3
420003,DSdLAVqbdj,99,3,5,2,20,1
420004,olDUvOSuKs,63,7,11,11,28,3
420005,PcYvybWCIA,87,1,1,,25,
420006,KmybHpwueI,35,3,2,1,,
420007,GjMCIYnmyk,42,1,2,1,2,
420008,oWlJSjSQmw,104,18,10,5,13,3
420009,iplkjfZxwM,139,15,11,16,13,
420010,ngnQOncMyV,37,1,3,,2,
420012,RDyGHMRYia,79,4,5,4,18,3
420018,TlYDdUgPJX,171,11,5,15,33,
420019,iGNMchggAv,104,24,7,19,14,
420020,LsxcWfIsXt,78,10,9,15,18,4
420021,DluvqmUBNg,55,,2,1,6,
420022,KqdIiXQwFV,37,1,,2,1,1
420023,CSQXVEyyfE,67,6,4,4,7,3
420024,lJeRuQjIVx,30,2,2,4,6,
420026,fCEyCxqxAw,71,3,1,6,14,1
420027,AgnvEwRxWm,59,34,7,10,17,4
420028,doFOBXgkQA,46,3,1,2,6,1
420029,muiTHSVBhT,10,,1,1,1,1
420030,tiEQoIojli,41,1,1,4,12,
420031,UgmzAAkqRr,47,7,10,6,23,2
420032,uhRHOAVxtC,104,2,,1,2,
420033,gigPxiqTAu,6,,,,,
420037,HxcYENqbQv,3,1,1,1,1,1
420038,ZAssfEaicT,1,1,,,,
420041,vABwnGRCSj,42,,1,2,21,
420042,srPnVzPbtk,85,9,6,10,16,2
420044,rrEbohhzyM,45,7,3,6,2,
420045,BGJuGvKIgY,92,3,,1,5,
420047,mauvcUrACV,107,7,3,2,7,1
420050,fiewVQvLov,22,1,1,,1,
420051,GIaikWNvlb,56,9,9,7,19,4
420052,EZnyUJWqmy,5,,,,,
420053,HMkSRceEAb,72,3,3,4,13,
420054,XAcEDXUOBK,87,6,15,17,23,1
420055,qabmEsugma,126,11,11,9,5,1
420056,tNgtcgQPux,60,10,15,13,31,3
420057,ieWnoJjMGO,77,18,14,17,36,8
420061,xrqIJnlahT,93,11,8,7,27,2
420062,zjgquIHvrL,69,69,68,69,69,69
420064,zgNCnlhexe,36,,,,1,
420065,vJvroEPoVk,1,,,,,
420066,gMseSzqwQf,55,9,13,9,30,5
420067,KfKIKIbVpD,95,9,4,8,7,
420068,UaHgukwVva,57,7,6,9,28,4
420070,lVpIkfUPFe,60,17,12,14,17,1
420071,KgqPTmeZzH,189,5,6,8,22,3
420072,voIyKvrYfR,92,4,2,7,8,2
420073,BpoxXXVZTs,86,12,7,8,19,1
420074,zDxBndxMXV,92,3,1,,1,
420079,KkCSgSPNym,87,12,10,15,17,6
420080,LWrudyKnpU,58,1,8,3,29,
420081,cDiVWXecVu,28,4,1,3,2,
420082,JXkHPOeHwy,16,2,,,1,
420083,wnLCDoUxeZ,70,27,13,36,30,9
420084,cOUTrMYlKx,32,7,1,3,7,2
420085,mzZdUMoxoM,47,5,1,2,11,1
420086,PKaNaToIIn,4,,,1,2,
420087,FoJLGfreDA,26,,1,1,,
420088,EPuRoeDOvp,127,6,10,11,13,2
420089,LdnTHsCGHb,103,8,4,3,13,3
420090,EaqVKpeikJ,148,7,5,12,16,
420091,gXycbGDrsN,82,5,3,1,7,
420092,jIRSjLBulE,169,16,20,17,43,1
420093,ZgQdKpeJQg,52,9,5,8,10,2
420094,UWWWLKUoDV,224,4,11,10,38,2
420095,BpKnCGpxay,180,16,9,23,49,4
420096,WdAXTmeIIx,183,5,3,4,14,
420097,OoLGlmXCdb,81,4,4,5,6,1
420098,FpWMVhpNhD,125,5,10,10,17,5
420099,XDTdJMzTuL,142,5,3,7,60,2
420100,sAJSoIjlrg,224,15,11,16,68,3
420101,SFPnSxBvSs,14,2,2,4,5,1
420102,gSZbkBHCEU,130,5,12,19,51,4
420103,tsBQkPUlnA,84,1,1,2,7,1
420104,DVJyvfFnKa,19,2,,1,3,
420105,zykdhLlNLq,100,5,1,8,9,1
420106,yteggjHgmO,69,7,5,6,12,3
420107,HAWeRkiWbn,93,12,5,13,13,
420108,uCYtfpILCe,124,8,4,3,4,
420109,duVCZRbYjp,132,12,8,7,24,1
420110,rJcHrmcaGY,153,13,12,19,33,3
420111,EMFTdaXvJZ,27,1,1,2,5,
420112,cvThDpPlIN,54,3,3,3,10,
420113,jSlOnUszIw,154,2,3,3,15,3
420114,DtsEiMqpKg,100,10,8,11,41,5
420115,PsltAbESHd,56,12,11,10,25,2
420116,EVVBHbjLdj,140,4,2,6,10,1
420117,nowjReabYx,41,1,,,4,
420118,IQDEbAIpJS,14,1,,1,1,
420119,nYvLAGqMyn,96,24,17,27,43,9
420120,LeEKMaFCZo,105,16,9,16,25,8
420121,HxgYalwhca,69,3,3,,14,
420122,YvNVYUrqXZ,127,7,10,9,35,4
420123,thQvpTvgTH,158,13,13,17,23,9
420124,MdJWJngGqI,121,12,9,19,42,4
420125,IbtUsqgQVH,189,11,8,7,14,1
420126,FOmXGTqQrA,69,11,1,6,9,1
420127,ipJiClIfop,127,19,18,13,32,6
420128,zHjMTRgDrY,177,15,14,23,31,1
420129,OEkPGNnRhv,136,7,3,7,39,3
420130,xwGzJGhqIL,261,15,17,14,36,1
420131,dVylcmFWHC,51,4,5,10,22,6
420132,bEOyqTWeCz,68,16,3,11,27,
420133,XzXIgKRWmj,82,10,5,11,43,3
420135,mtRhwGSrej,125,15,15,10,21,5
420136,KQgwoslxAt,140,8,4,1,20,
420137,liyvrGMBMq,186,11,13,6,64,1
420138,pFnNghNCzL,67,21,14,14,25,5
420139,rYqwvmevZK,117,22,15,17,44,12
420140,UqsxrnMver,70,5,2,,7,
420141,CpLXZrOruf,119,19,8,21,38,5
420142,AAcgpjuZQy,143,9,12,5,44,4
420143,JyHQOxkzLN,166,15,3,6,21,
420144,MzRKzaDrNn,116,18,4,10,17,1
420145,UBuUDcbDSo,135,11,5,11,24,
420146,smtZLbfNTd,310,15,9,16,32,1
420147,MAsMGHdxdu,92,10,,3,3,
420148,pRBoNwyoNV,42,4,2,5,9,
420149,JOxrXEdYXZ,196,12,6,15,31,3
420150,mnjZqmWuWJ,95,9,9,9,20,3
420151,nzfvdvSmuS,47,6,9,2,9,1
420152,yNFmRdDFBV,11,1,1,,1,
420153,xEmQHfTIsv,35,1,2,1,1,1
420154,svYTiyYBNL,24,4,3,5,10,1
420155,NgfIrXpfrv,37,4,5,4,3,3
420156,JLaJqjuHth,54,,,,,
420157,lsVuYJdjkv,17,3,,3,1,
420158,IQLJHDCtez,172,12,14,27,43,3
420159,oODafDWabQ,131,1,2,1,5,
420160,hUmnIfowWe,130,12,5,22,33,2
420161,LSmyOaqxqY,71,6,11,10,29,
420162,UIcatYcEqP,39,1,2,2,1,1
420163,QFvgDLwIOn,179,6,2,6,21,1
420166,YNaYgvcrrL,52,1,1,1,5,
420167,NsJvKIHcZc,74,9,8,11,31,2
420168,DAyHqZQfYo,45,4,1,2,21,2
420169,hsgtzNnSaO,186,12,11,25,37,
420170,QabzdijEbp,191,8,7,8,10,
420171,LAVJKKGKXQ,161,9,8,10,7,1
420172,cwVtSpEtGs,63,,3,2,9,
420173,tvUhzbTiBg,77,10,10,26,26,1
420174,dUUPeGloBU,85,3,1,1,8,1
420175,iimhWDoxHy,45,8,1,2,5,
420176,bwIBjBjsld,90,4,11,3,8,
420177,JBjkhEyCYm,31,6,1,4,3,
420180,zysVzHkIpz,85,9,5,7,46,1
420183,PkIodqLKPN,139,13,1,12,21,1
420184,nKBEvumjBb,29,6,3,1,2,
420185,qoUVpGHYBr,31,7,,2,2,
420186,XUcrTWfFDn,141,14,9,9,11,1
420187,xJsKcTyVfp,33,,,,1,1
420188,yPwykUsKap,37,1,1,3,14,
420189,zQLyILsDzM,43,1,2,2,2,
420190,JNeGcLKere,81,8,1,16,7,
420191,gNpizMYYMK,70,20,14,19,22,8
420192,iPTQbdoWqb,68,5,8,3,21,2
420193,CjfvbZTYMH,107,1,4,7,1,
420196,uMUpTKVGyc,146,,1,2,1,
420197,beOQbFrhRM,36,,,1,1,
420199,NlnvpEVemP,61,9,21,10,46,2
420201,UsbPEdYlye,3,2,1,1,3,3
420202,cFUzkEhYaL,113,17,14,15,30,5
420204,FmYKRacURB,105,5,3,6,16,1
420207,gWEMWpTWVK,49,4,7,5,15,2
420208,jjLSxjNMGu,66,9,3,6,10,
420209,mdUNtsIZvh,36,1,2,3,16,1
420210,MqYvaNEyOX,69,8,7,3,24,2
420211,ZgTNPXOObf,185,7,6,4,45,
420212,HZBjCuljxH,163,5,5,4,11,3
420213,ozwBkmGScN,100,6,2,6,27,1
420214,iiUxAMlXsR,146,4,2,5,7,1
420215,MWKWzSObGB,76,5,3,6,7,3
420217,nrMkUftQbb,33,2,1,,6,
420218,zcWNamRbTu,47,1,1,,7,
420219,rKMxUKfCJE,148,11,8,14,32,3
420220,FiamHuguDD,234,9,4,8,27,1
420221,cWikwVjPQq,232,14,21,31,56,7
420222,HqQeOUZlnl,101,15,12,10,32,4
420226,DecXZOWUMk,108,26,6,21,38,2
420227,DGdRDHVNoh,110,8,4,9,7,
420228,UQhCdTWfJx,132,3,10,4,18,3
420229,VrxuCsqInm,90,9,4,6,6,
420230,VRONdCTvJY,31,5,2,5,2,
420231,rencLtuDpy,19,1,,,,
420232,OSMJZRgSJV,144,8,3,11,29,2
420233,VAdKnKBEVO,130,130,130,130,130,130
420235,ZAIxEghgsS,59,2,5,4,6,
420237,pfqtvDXRgX,132,1,,4,3,
420240,dNzzoaUrqE,10,,,,,
420241,WSOEZIbRkr,103,,,,,
420242,KGNYoyCSVU,49,10,3,8,12,
420243,jLpVvXgpJo,89,2,1,2,14,
420244,chkIpzJhYi,79,22,5,4,8,
420245,oJQHFWJUCC,46,8,,1,1,
420246,jxLOtCRdjb,106,14,3,7,7,1
420247,tXNTMqVIxd,7,2,1,,,
420248,skUTFhprYL,160,14,12,12,43,
420249,XwTXxGPfut,61,9,3,18,17,1
430001,sHFXdzXgZp,67,3,,1,1,
430005,ttRpNMDXtw,30,,1,1,5,
430007,NmOAflpiQs,27,2,,,,
430008,OAyiNQZWmV,55,5,2,3,11,1
430009,iqrKYGJekV,8,,,,4,
430010,VzImewPDWx,48,2,1,1,5,
510001,hGIIZRnGdY,141,3,,1,3,
520002,haoCiGpxkf,25,2,1,1,1,1
520003,gJBRTdqfOS,92,10,5,8,6,1
520004,ByJbpRhyUy,82,,1,,13,
520005,ReMbynmiDy,30,2,,3,5,1
520006,hjkRDsMuRR,101,1,2,4,7,
520010,PSIeiGspnx,193,5,5,8,14,1
520014,qkvagQySPc,97,1,,2,12,
520015,XjVRSrjEyW,44,1,,,2,1
520018,UWOgLWTSCc,99,3,3,3,24,
520021,cTsUZvOPXm,82,1,,1,2,
520022,XTXyEvzzrK,81,10,3,13,26,1
520023,CZoJkRVyLg,102,7,4,5,8,2
520024,cnDYpCJrze,54,1,2,1,9,
520025,aqOfYCOwxb,31,1,,,2,
520026,QjMkEpHzAD,30,1,,2,,
520027,oyfVkNKmCU,35,2,,,,
520028,ydhyveiAYm,86,1,,3,2,
520029,SIIbuDDYBn,16,,,,,
520030,SCegHpENKJ,69,7,1,3,9,
520031,gBBXdGMZOW,30,,,1,,
520032,GnffdavQQH,27,,,3,,
520033,LFzuWTXNWh,66,7,9,5,15,2
520034,nnaUOGxaen,51,1,1,4,24,
